date,output,investment,consumption,hours_worked,unemployment,labor_share,interest,inflation,productivity,TFP
1999-01-01,1066.1087313040805,1400.394911769,1469.000406994045,1768.6397914980141,4.3,466.9167935935276,1.183325,0.499,434.5440448105838,52.85249999999999
1999-04-01,1066.6557172400958,1400.5879150345027,1469.9026330904971,1768.6689122248986,4.2667,466.6998788611025,1.186675,0.335,434.8534481941636,52.622499999999995
1999-07-01,1067.5884819035673,1402.578890631028,1471.012545718807,1768.6250510708117,4.2333,466.3920110480614,1.273325,0.361,435.72471433096587,52.8075
1999-10-01,1069.0102307253892,1403.6491452421053,1472.4342945406288,1768.9222717120706,4.0667,466.42218065806514,1.326675,0.457,437.3263349003725,54.33749999999999
2000-01-01,1069.0466547929943,1404.387326575575,1473.5270664591908,1770.057696331669,4.0333,469.7530564858898,1.419175,0.762,436.8383995632723,54.25
2000-04-01,1070.6699167958382,1407.3994997944856,1474.447337869209,1769.9101446019793,3.9333,467.50506634362966,1.568325,0.565,438.80832562564126,55.184999999999995
2000-07-01,1070.5175187385526,1405.858190521133,1475.3475811106218,1769.4722883571585,4,468.8738977407409,1.63,0.646,438.76110129677824,55.3225
2000-10-01,1070.819846893854,1405.4587614105699,1476.1721036640386,1769.3280205935012,3.9,468.022199829881,1.618325,0.535,439.7616971344972,56.4125
2001-01-01,1070.306467671192,1401.7250681384446,1476.3507687258339,1768.7743371613117,4.2333,470.2623522136804,1.398325,0.626,439.3572227073924,56.5875
2001-04-01,1070.6004700150415,1400.5538428036073,1476.2993475828746,1767.412892468617,4.4,468.34081892387235,1.081675,0.704,441.0395408724325,57.53
2001-07-01,1070.022868930618,1399.2354975913972,1476.2394353164045,1766.8995739729703,4.8333,467.8885223810372,0.874175,0.327,441.5606467937077,57.769999999999996
2001-10-01,1070.045406173507,1397.7598794727246,1476.4339416472462,1765.8182985015421,5.5,467.291294307421,0.533325,0.302,442.821818727979,58.86749999999999
2002-01-01,1070.7437910562578,1398.8349126350233,1476.6155295141527,1765.7804508853055,5.7,465.7250170853527,0.433325,0.32,445.0584411520887,60.26499999999999
2002-04-01,1071.072205913384,1399.1633274921494,1477.4607413871233,1766.1121049038761,5.8333,466.00370874289314,0.4375,0.372,445.1132833072429,59.85749999999999
2002-07-01,1071.3039040966175,1399.3950256753828,1477.6924395703568,1766.3318195823322,5.7333,465.42745864944,0.435,0.445,445.87793207722734,60.304999999999986
2002-10-01,1071.123493111663,1398.080387030035,1478.537678602121,1765.3109591107043,5.8667,465.4836157002911,0.360825,0.54,445.72384616413575,60.107499999999995
2003-01-01,1071.4328875912718,1398.0088286679768,1479.1866319818434,1765.3598364368313,5.8667,464.7022050010651,0.3125,0.615,446.73897790741535,60.31249999999999
2003-04-01,1072.132717705339,1398.7086587820443,1479.3766903887442,1765.489129214814,6.1333,464.9598470022437,0.311675,0.32,448.0638177160369,61.654999999999994
2003-07-01,1073.5461455680806,1401.637267146846,1480.4488209918618,1764.9523170202865,6.1333,463.94170113832746,0.254175,0.553,450.2173540852202,62.77499999999999
2003-10-01,1074.4709851161438,1403.683613776923,1481.0311944517882,1765.4739494403873,5.8333,464.1993797618574,0.249175,0.473,451.19687811540746,62.31249999999999
2004-01-01,1074.8497082405318,1404.0623369013113,1481.752383664313,1765.5632803355647,5.7,463.32035535007964,0.250825,0.869,451.1716282236832,62.30749999999999
2004-04-01,1075.3617114156082,1406.0503816346995,1482.0933003990262,1765.3540742924913,5.6,463.6591330662835,0.2525,0.867,452.10600508687105,63.19999999999999
2004-07-01,1076.0176888919193,1407.436289359172,1482.9203643157005,1765.392627417405,5.4333,464.35732572710367,0.358325,0.614,452.4654032923637,63.9175
2004-10-01,1076.629311593663,1409.1329136633221,1483.7027812519598,1765.4551053862715,5.4333,463.61260701085365,0.4875,0.699,452.7889493768999,64.5025
2005-01-01,1077.4780918479546,1410.698542865475,1483.8666273216938,1765.3163860060317,5.3,462.36582241002225,0.6175,0.922,453.8795313121631,64.8025
2005-04-01,1077.785151318225,1410.2887533878838,1484.6878267420059,1766.1429345713334,5.1,462.2499168109866,0.735825,0.724,453.7800995617237,64.8725
2005-07-01,1078.3695044237202,1410.8731064933793,1485.442974082017,1766.1835115513527,4.9667,461.71284006827574,0.865,0.931,454.52078448154083,65.11
2005-10-01,1078.6862453648625,1411.906696382383,1486.2703544306166,1766.3293278623332,4.9667,461.52789201363794,0.995,0.756,454.56430866734377,64.645
2006-01-01,1079.6632474902972,1413.5954452847038,1486.394836473715,1766.738759755827,4.7333,462.3834911217247,1.114175,0.783,455.15478657346796,65.38999999999999
2006-04-01,1079.7348609444098,1412.238463014069,1486.978833627815,1766.9627203988487,4.6333,461.6545244009597,1.226675,0.801,455.0650640212287,64.54749999999999
2006-07-01,1079.567000106632,1411.3485773789425,1487.4900925478373,1767.2487716943388,4.6333,461.6841806848493,1.311675,0.695,454.6385744999881,63.87249999999999
2006-10-01,1080.0901228640594,1410.0434956526249,1487.6742319298135,1767.6800274418663,4.4333,462.6373792239115,1.311675,0.349,455.37400401315426,64.26249999999999
2007-01-01,1079.931023577042,1408.3973801176624,1488.0231777660379,1767.2938733767471,4.5,464.05469822884504,1.314175,1.117,455.46344992801966,63.85499999999998
2007-04-01,1080.4684950962628,1408.9348516368832,1488.2222394868347,1767.1936960028863,4.5,462.8075837059675,1.3125,0.557,456.0716605233787,63.367499999999986
2007-07-01,1080.8818444173942,1408.2182454326212,1488.8049368585994,1766.987802820946,4.6667,461.8362779774075,1.268325,0.346,457.26469942825315,63.55749999999999
2007-10-01,1080.98491533324,1406.409212203789,1489.4143379700997,1766.2775247331706,4.8,462.2096130577685,1.124175,0.435,457.6904447379315,63.952499999999986
2008-01-01,1080.079931781248,1402.3667163950217,1489.8471670127255,1765.7474231619497,5,463.79180724478937,0.794175,0.57,456.7146356283967,62.817499999999995
2008-04-01,1080.3567598362301,1400.2240715912983,1490.6210963399096,1765.213090313259,5.3333,462.4472688242589,0.521675,0.485,457.70793058215656,63.09999999999999
2008-07-01,1079.6325403035505,1396.6010983712933,1490.3915192007628,1764.2910556583904,6,462.30985088530093,0.485,0.683,457.9760066050876,63.50999999999999
2008-10-01,1077.262378181682,1388.1684740677813,1488.021357078894,1762.3542446398958,6.8667,463.9842107519369,0.126675,0.142,457.32563127425607,63.56499999999999
2009-01-01,1075.6646772970169,1378.678047324149,1486.587994768602,1759.344854001489,8.2667,460.3689089706293,0.045825,0.247,458.07545350403024,64.725
2009-04-01,1075.3232416566384,1373.3851052310326,1486.5744282743933,1758.2027070701045,9.3,461.3058987408329,0.045,-0.167,459.9966671156493,66.78249999999998
2009-07-01,1075.4193883197438,1373.481251894138,1487.323105800991,1756.8104341226501,9.6333,460.5640075572687,0.039175,-0.022,461.4149748768668,66.945
2009-10-01,1076.1513376278308,1377.213426232605,1487.7293219220473,1756.410014484187,9.9333,459.8427505120699,0.03,0.296,462.6070250095833,67.38499999999999
2010-01-01,1076.384265207998,1379.3976352351303,1487.9622495022145,1757.0514618228472,9.8333,458.2321123015371,0.033325,0.352,463.1373851484728,66.41999999999997
2010-04-01,1077.1616922503265,1383.0323995218644,1488.2490786676576,1757.7627434051599,9.6333,458.6293130218402,0.048325,0.443,463.4913437237289,65.87999999999998
2010-07-01,1077.6348726482947,1384.4401661616564,1488.3938515455068,1758.1448731008265,9.4667,458.2034610585934,0.046675,0.456,463.97841505041396,66.34249999999999
2010-10-01,1078.0600770323908,1384.3991692351715,1489.147463449722,1758.0918918154546,9.5,457.77270441579344,0.046675,0.511,464.3977352104121,65.92499999999998
2011-01-01,1077.505284803055,1382.905402970852,1489.8956212494197,1757.7322220636001,9.0333,460.1533581550508,0.039175,0.44,463.5573291899136,65.60499999999998
2011-04-01,1078.0621569209088,1384.8674504342707,1490.290550012043,1757.7054690840935,9.0667,458.58038634971257,0.023325,0.726,463.88467123474754,65.29749999999997
2011-07-01,1078.0725557146582,1384.87784922802,1490.4628921610226,1758.3861086501247,9,458.7728968368149,0.020825,0.602,463.7075746999075,65.33499999999998
2011-10-01,1078.9958047997804,1390.3473357208177,1490.573789093997,1758.8374011637445,8.6333,456.4462768237001,0.018325,0.143,464.391963426737,65.95999999999998
2012-01-01,1079.4911656680154,1392.167219264055,1490.9058846198436,1759.5496661929467,8.2667,458.158421084856,0.025825,0.527,464.54192163957543,66.69249999999998
2012-04-01,1079.7900705890966,1393.3394921820116,1490.7133880606818,1759.410786623749,8.2,457.5864951595502,0.038325,0.456,465.11182198907994,66.68749999999997
2012-07-01,1079.7144051901348,1393.2638267830498,1490.63772266172,1759.6401209260491,8.0333,457.3369873438294,0.035825,0.537,464.92157791267664,66.52499999999998
2012-10-01,1079.5403621268629,1392.6540531828823,1490.7915487446178,1759.5903350633132,7.8,460.1714221014701,0.04,0.404,464.4958045975506,66.29749999999997
2013-01-01,1080.088084730582,1395.3616869669477,1490.847063627794,1759.3015211912275,7.7333,457.3369873438294,0.035825,0.39,464.7309712182183,66.09749999999998
2013-04-01,1080.1206898824848,1396.2453610856412,1490.71505968903,1759.5034224046624,7.5333,458.6333891641797,0.029175,0.208,464.58033626833827,66.16749999999998
2013-07-01,1080.6915917693339,1397.6601498370767,1490.9559282730133,1759.5963186015076,7.2333,457.92470666347054,0.020825,0.481,464.98567036104976,66.60999999999999
2013-10-01,1081.4604925636286,1398.8483384573751,1491.5594030577054,1759.7836867113492,6.9333,456.8786245388134,0.021675,0.514,465.99802891480107,67.37999999999998
2014-01-01,1081.0616442617898,1397.6091490758981,1491.9849617333748,1760.2472999472684,6.6667,459.0827824272215,0.018325,0.414,465.1882001410047,66.75249999999998
2014-04-01,1082.0158212228569,1400.651084539121,1492.4453105303837,1760.6345570425385,6.2333,457.355567221875,0.023325,0.562,465.8094649295978,67.34249999999999
2014-07-01,1083.0797350892717,1402.5380483191873,1493.1786455833485,1760.9357442559547,6.1,456.5410127414214,0.0225,0.454,466.84266356231063,68.09499999999998
2014-10-01,1083.3740359426338,1402.8323491725494,1493.968405749179,1761.4901894929314,5.7,458.23620466620827,0.025,0.145,466.322208943618,68.05249999999998
2015-01-01,1084.0070987678046,1405.0914640848982,1494.1060092618814,1761.5664364764295,5.5667,458.4018048512528,0.0275,-0.017,467.0602057968944,68.76249999999999
2015-04-01,1084.5134091672592,1405.1937335306523,1494.446619540573,1761.4733744858675,5.4,458.4834816810152,0.030825,0.538,467.38750159950786,69.38749999999997
2015-07-01,1084.717942075822,1405.3982664392154,1495.1474313833492,1761.3051489681316,5.1,458.1502298187889,0.034175,0.336,467.6830164248271,69.26249999999999
2015-10-01,1084.636179105997,1404.0944923359125,1495.2305489125424,1762.0984507227859,5,459.8648968997826,0.04,0.206,466.99930416987564,68.63499999999998
2016-01-01,1084.6186497686585,1402.424032803453,1495.7060361859894,1762.28438981997,4.9333,458.982301837401,0.09,0.062,466.73465444147666,68.61499999999998
2016-04-01,1085.0074678641633,1402.39531375791,1496.4221868159914,1762.0120828355361,4.8667,459.3947445965611,0.093325,0.601,466.9721207047538,68.32499999999997
2016-07-01,1085.4971667978389,1402.8850126915852,1497.0751510920554,1762.4271790567523,4.9333,459.0716229017941,0.099175,0.34,467.56752468734453,69.32249999999998
2016-10-01,1085.738230680765,1403.9594147304258,1497.6419481620121,1762.2067798884689,4.7333,457.0340617631206,0.1125,0.502,467.85879199822534,69.40499999999997
2017-01-01,1085.8864373117485,1403.6918203465432,1497.952624365696,1762.4629773140005,4.6667,457.97498086411804,0.175,0.494,467.9191725835221,69.67499999999998
2017-04-01,1086.4751650053015,1404.6963490549624,1498.5413520592488,1762.7763482868672,4.3333,457.5298434783128,0.2375,0.251,468.3445178326946,69.82249999999998
2017-07-01,1087.0566451242387,1406.1042801588892,1498.6346294184552,1763.240979748243,4.3,457.2616002066741,0.288325,0.516,468.9961600683832,70.55249999999998
2017-10-01,1087.5761563605456,1407.0344695904612,1499.3171398758554,1763.068552827813,4.1,457.1830545376331,0.300825,0.58,469.0824809670726,70.06749999999997
