horizon,median,pctl_84,pctl_16,variable,model
2,-0.23659991625592555,-0.16173240692239602,-0.3026842341813121,productivity,bayesian_fd
3,-0.13440439264817744,-0.05711975921225703,-0.20626171992188397,productivity,bayesian_fd
4,-0.056615988781253554,0.024951844900924336,-0.12973258674524185,productivity,bayesian_fd
5,0.006537463759253149,0.09147251651764174,-0.07320444395878842,productivity,bayesian_fd
6,0.0545259078169102,0.14552166030202576,-0.027511871442042028,productivity,bayesian_fd
7,0.08905868030034592,0.18904551540574546,0.0028652759431566283,productivity,bayesian_fd
8,0.11065537407075819,0.21219851949789612,0.0184328046291488,productivity,bayesian_fd
9,0.12458064238273825,0.22883857545268643,0.024898978212629527,productivity,bayesian_fd
10,0.12550045974968332,0.23444308090131274,0.028275837576223865,productivity,bayesian_fd
11,0.12228349254865364,0.23716488660274826,0.02084290248958934,productivity,bayesian_fd
12,0.11432709995608721,0.23517769123090426,0.006601686955222303,productivity,bayesian_fd
13,0.09864647062560311,0.2269729897612807,-0.013200808140419747,productivity,bayesian_fd
14,0.08483046401695882,0.21447629746690877,-0.03386577658060746,productivity,bayesian_fd
15,0.06619033237652883,0.19717073827388892,-0.053430585944351384,productivity,bayesian_fd
16,0.0492168751787771,0.18011126717383694,-0.07447667732433444,productivity,bayesian_fd
17,0.02876275910329206,0.1606432826661893,-0.09806035324781712,productivity,bayesian_fd
18,0.011059125362910066,0.14160195703737058,-0.12145624491859056,productivity,bayesian_fd
19,-0.00919808980227561,0.12618087951583007,-0.14299333014618837,productivity,bayesian_fd
20,-0.026542134707017585,0.11309896828707773,-0.16315340084170396,productivity,bayesian_fd
21,-0.04087415614797533,0.0982277397511529,-0.17872406056226608,productivity,bayesian_fd
22,-0.05213719682631103,0.08523104207507548,-0.19421735651704802,productivity,bayesian_fd
23,-0.06360353935277452,0.0717825913348778,-0.20681401572616834,productivity,bayesian_fd
24,-0.07224166569697206,0.06360907806584455,-0.216346750277564,productivity,bayesian_fd
25,-0.07962190260635504,0.05590101254002777,-0.22549186496679513,productivity,bayesian_fd
26,-0.08572468477304612,0.050487554820447825,-0.23248390698524413,productivity,bayesian_fd
27,-0.08963387904054795,0.04924952254759478,-0.2377552513678145,productivity,bayesian_fd
28,-0.09249683507008147,0.049216935881708376,-0.23907012134695074,productivity,bayesian_fd
29,-0.09153360456054035,0.04691873285439723,-0.2413490492976973,productivity,bayesian_fd
30,-0.09164220176826263,0.042875484331895586,-0.2394435493939503,productivity,bayesian_fd
31,-0.09093877690943686,0.04497332756651292,-0.23956548772808461,productivity,bayesian_fd
32,-0.087368871194417,0.04884088140941041,-0.24082709455319903,productivity,bayesian_fd
33,-0.08264662739513579,0.05412222029614514,-0.23767092262025394,productivity,bayesian_fd
34,-0.07785264595175656,0.0581594694469436,-0.23193735902224583,productivity,bayesian_fd
35,-0.07446567097186088,0.061611041391258024,-0.23012780445735578,productivity,bayesian_fd
36,-0.07065153512846539,0.06448260311270615,-0.22670595354820086,productivity,bayesian_fd
37,-0.06710585769923295,0.07160674311421955,-0.225266903517095,productivity,bayesian_fd
38,-0.06369620017670839,0.07641418582855393,-0.22183676808577063,productivity,bayesian_fd
39,-0.061550991611312986,0.08052670111741926,-0.21784941763924862,productivity,bayesian_fd
40,-0.057513354345253356,0.08425782080848945,-0.21319268532957003,productivity,bayesian_fd
1,0.0663576925982846,0.1409398322815083,-0.005952389558899491,TFP,bayesian_fd
2,0.08071215244919022,0.14837857296008175,0.01207232430973916,TFP,bayesian_fd
3,0.05907405534643559,0.13092649689069383,-0.010311242180266375,TFP,bayesian_fd
4,0.039386797735691176,0.11487340948995803,-0.03618198690570043,TFP,bayesian_fd
5,0.01405686454854162,0.09730340780020995,-0.06453278278002525,TFP,bayesian_fd
6,-0.01034722657221186,0.08055376763690719,-0.09105058174211701,TFP,bayesian_fd
7,-0.032233181529777985,0.06349152373057153,-0.12055101922733134,TFP,bayesian_fd
8,-0.05128811381959024,0.04607923387275925,-0.14285658972612053,TFP,bayesian_fd
9,-0.06782280044317804,0.03310094714084985,-0.16514429715565881,TFP,bayesian_fd
10,-0.0805900473779256,0.02114786810524202,-0.1822297041138216,TFP,bayesian_fd
11,-0.09342421453688282,0.014498389805164111,-0.19827600295010558,TFP,bayesian_fd
12,-0.10150965653414179,0.009079905641235767,-0.21012622524806582,TFP,bayesian_fd
13,-0.10830103510081389,0.004488639390857486,-0.21884044344197115,TFP,bayesian_fd
14,-0.1146857711379011,2.791860098469807e-4,-0.22446626137465603,TFP,bayesian_fd
15,-0.11551569304241324,-0.0020805740362258586,-0.2298556461860038,TFP,bayesian_fd
16,-0.11809526205357151,-9.939480972906453e-4,-0.23442553433834507,TFP,bayesian_fd
17,-0.11797262273441236,0.0025131279212707463,-0.23812529955372375,TFP,bayesian_fd
18,-0.11727371802352006,0.005028302512624153,-0.24076007740144117,TFP,bayesian_fd
19,-0.11486328569217996,0.006611997644280728,-0.23915442097924414,TFP,bayesian_fd
20,-0.11301796529125895,0.00855034900114785,-0.24038239326529975,TFP,bayesian_fd
21,-0.10909860474493996,0.010892390185917521,-0.23582442744871163,TFP,bayesian_fd
22,-0.10568208697208725,0.01393823250584552,-0.2338891472576231,TFP,bayesian_fd
23,-0.10245433631109548,0.015291476044245852,-0.22690009414577428,TFP,bayesian_fd
24,-0.09779237387553982,0.01724391215099596,-0.22453900914744732,TFP,bayesian_fd
25,-0.09200751497630387,0.020108221006484246,-0.2217060069944724,TFP,bayesian_fd
26,-0.08607199981768815,0.021230921204047373,-0.21824276820595584,TFP,bayesian_fd
27,-0.08193526351635957,0.021328235037799195,-0.21301671630143176,TFP,bayesian_fd
28,-0.08012062222500645,0.020379300905406024,-0.20952492739475573,TFP,bayesian_fd
29,-0.07761306422238946,0.02215656451614734,-0.2045354877016115,TFP,bayesian_fd
30,-0.0755306530441224,0.02431366138267755,-0.19861706657150388,TFP,bayesian_fd
31,-0.0703768184236984,0.026662267570337933,-0.19549372014565575,TFP,bayesian_fd
32,-0.06726804424904334,0.029676596073012543,-0.1908145020832416,TFP,bayesian_fd
33,-0.06266746123633332,0.029441151049986194,-0.1885508974513268,TFP,bayesian_fd
34,-0.06009719511225023,0.030580971418578323,-0.18407652020412607,TFP,bayesian_fd
35,-0.0578808674217716,0.03257126562377969,-0.1803535233119849,TFP,bayesian_fd
36,-0.0557356092727352,0.03432032009277517,-0.1759126010430772,TFP,bayesian_fd
37,-0.05558356800389162,0.0338763716142697,-0.1725523893530176,TFP,bayesian_fd
38,-0.05489236743010875,0.03500211245438022,-0.1692589331550564,TFP,bayesian_fd
39,-0.053054689795592205,0.03606006653320611,-0.16697600963161774,TFP,bayesian_fd
40,-0.05205962551041127,0.036739040149700024,-0.16600825337885355,TFP,bayesian_fd
1,-0.6282845020121834,-0.5847732756305501,-0.6759583542094715,output,bayesian_td4
2,-0.6491725787253648,-0.5994765342360442,-0.7073970788830938,output,bayesian_td4
3,-0.6403624455698746,-0.5812629338170079,-0.7115921786038512,output,bayesian_td4
4,-0.6119547154119607,-0.5456209902786786,-0.6991235889294927,output,bayesian_td4
5,-0.5755238815057084,-0.49725146796823244,-0.6761417242757043,output,bayesian_td4
6,-0.532810527106371,-0.44529315932292407,-0.644519046797186,output,bayesian_td4
7,-0.48598213633878234,-0.3902195805564383,-0.6089924286610204,output,bayesian_td4
8,-0.4397875180551963,-0.3344672765678236,-0.5707441005190727,output,bayesian_td4
9,-0.3912433426957709,-0.2780969085628321,-0.5302965191463951,output,bayesian_td4
10,-0.3432357016071972,-0.2254915950837523,-0.4924659083286233,output,bayesian_td4
11,-0.30310604295078125,-0.1740396077912005,-0.45534961242823246,output,bayesian_td4
12,-0.26337860258843393,-0.12983050243120461,-0.42056359561117074,output,bayesian_td4
13,-0.22751842974176353,-0.08631055714356886,-0.3882441848017769,output,bayesian_td4
14,-0.1944048346707017,-0.04944512833670637,-0.3598882924511566,output,bayesian_td4
15,-0.16858278140051627,-0.019220541022104392,-0.3371509804322201,output,bayesian_td4
16,-0.148078258723578,0.00606773379750168,-0.32042165563020086,output,bayesian_td4
17,-0.129992881603832,0.02798589837786256,-0.3092950044900272,output,bayesian_td4
18,-0.11793093177128211,0.0463623448907989,-0.2930138931529428,output,bayesian_td4
19,-0.10513527610751813,0.054516541010720614,-0.28146437830110366,output,bayesian_td4
20,-0.09684862558720723,0.062015920968926115,-0.2749791116478287,output,bayesian_td4
21,-0.09251791493458,0.06527480003638839,-0.2723593170552477,output,bayesian_td4
22,-0.09133748443583473,0.06721768376983067,-0.272493265198924,output,bayesian_td4
23,-0.0956858567684011,0.0675055393396527,-0.2703854907625296,output,bayesian_td4
24,-0.09781607682159835,0.06253251658879401,-0.26909985423340615,output,bayesian_td4
25,-0.10304091043008207,0.05660793973373142,-0.2706956594378436,output,bayesian_td4
26,-0.1083649246848212,0.05166080031269555,-0.275677336929611,output,bayesian_td4
27,-0.11234583010168775,0.04480086658337792,-0.27959143826747984,output,bayesian_td4
28,-0.1194679345092603,0.03825101273244747,-0.28606335718133247,output,bayesian_td4
29,-0.12679454830736148,0.03132040946246385,-0.29226794233750175,output,bayesian_td4
30,-0.1326345073539439,0.025932370860969018,-0.29804980734184,output,bayesian_td4
31,-0.14165638059984811,0.019591196198447323,-0.3025852631483405,output,bayesian_td4
32,-0.14600632896639792,0.011420535884955216,-0.3101844749727377,output,bayesian_td4
33,-0.1502252541118709,0.005815964090855769,-0.31603692585721077,output,bayesian_td4
34,-0.1535156058657095,0.00214218584167882,-0.3206905120364298,output,bayesian_td4
35,-0.15732521698118848,-0.004031357462064867,-0.32213022661899426,output,bayesian_td4
36,-0.15967886154064542,-0.008950137280032949,-0.32396262013725763,output,bayesian_td4
37,-0.16043983287580899,-0.012387077295669168,-0.3266872849949281,output,bayesian_td4
38,-0.16324602766664903,-0.014334508412186508,-0.32916267371626573,output,bayesian_td4
39,-0.16587899769713146,-0.0163513839104377,-0.33264948873846606,output,bayesian_td4
40,-0.1690887649221916,-0.01985555347384919,-0.33405222298263904,output,bayesian_td4
1,-2.314174850952752,-2.1528580798714563,-2.4673856104927046,investment,bayesian_td4
2,-2.3745236626873076,-2.194161390035105,-2.5649122192103615,investment,bayesian_td4
3,-2.217196269031577,-2.004854504083483,-2.4454155030509406,investment,bayesian_td4
4,-2.0059132745426935,-1.7602267051576428,-2.2752186766847067,investment,bayesian_td4
5,-1.7796464330744675,-1.495178061406906,-2.0898482183361553,investment,bayesian_td4
6,-1.5437586143085151,-1.226005941593067,-1.8755732163445726,investment,bayesian_td4
7,-1.3049347315374602,-0.9636130208490146,-1.649294554686368,investment,bayesian_td4
8,-1.0683098709033856,-0.7104034480494523,-1.4356734518330585,investment,bayesian_td4
9,-0.8537792172146926,-0.4879000471865479,-1.2335081044534042,investment,bayesian_td4
10,-0.6455407176840886,-0.28006823678405507,-1.0391365521122706,investment,bayesian_td4
11,-0.4659054301102289,-0.08381036470566708,-0.8686968399123324,investment,bayesian_td4
12,-0.310879000817097,0.10398527402083702,-0.717689696842688,investment,bayesian_td4
13,-0.17335280277407777,0.23669720793727062,-0.5877973570895549,investment,bayesian_td4
14,-0.059129508451021294,0.3604565053777402,-0.5019722742507847,investment,bayesian_td4
15,0.035014277587379794,0.45114976324564116,-0.39663430227096363,investment,bayesian_td4
16,0.09965303758177892,0.5109183192597498,-0.3292356487472526,investment,bayesian_td4
17,0.1498521476105964,0.5610198160224358,-0.2758272956546745,investment,bayesian_td4
18,0.17152369465642642,0.5997216203787387,-0.24069429889742697,investment,bayesian_td4
19,0.17841641361162502,0.6080764534344134,-0.21954784059316731,investment,bayesian_td4
20,0.1816657259630367,0.6053935782927959,-0.20342264418049288,investment,bayesian_td4
21,0.17330570875642937,0.5951591284249468,-0.20418800961002934,investment,bayesian_td4
22,0.1669796034892102,0.5683465845924013,-0.21776072875076002,investment,bayesian_td4
23,0.14427763288653628,0.5223069460639813,-0.23195302058130463,investment,bayesian_td4
24,0.10837990470551057,0.474007042289033,-0.25566745001987995,investment,bayesian_td4
25,0.07018029551610375,0.43586225538831563,-0.27598796576725165,investment,bayesian_td4
26,0.029843883071302403,0.4006810595171558,-0.28826804375500187,investment,bayesian_td4
27,-0.001896720150711329,0.3626315601160689,-0.3072090034746927,investment,bayesian_td4
28,-0.03184781888016297,0.31523899672245587,-0.3242321529055126,investment,bayesian_td4
29,-0.06584368378314417,0.26933578553204934,-0.3548811476499929,investment,bayesian_td4
30,-0.09108075830299897,0.2250309049780803,-0.37976477896558486,investment,bayesian_td4
31,-0.11629745648733408,0.19716994359749818,-0.40875419316416073,investment,bayesian_td4
32,-0.13419442007668275,0.1633332951050237,-0.4248408647912475,investment,bayesian_td4
33,-0.1608464060907709,0.13243023963689038,-0.44826341791321583,investment,bayesian_td4
34,-0.1808483598924412,0.10206130680639586,-0.4663187972054596,investment,bayesian_td4
35,-0.1971978791676015,0.07960016024127552,-0.4842772378065859,investment,bayesian_td4
36,-0.21032560397584796,0.06030957425653711,-0.48926163691877084,investment,bayesian_td4
37,-0.21983487632292342,0.047859740873982905,-0.49641954353453277,investment,bayesian_td4
38,-0.22640782674245852,0.033289056119918885,-0.5078066015817336,investment,bayesian_td4
39,-0.23227523235664932,0.024320986570677154,-0.5086766651491554,investment,bayesian_td4
40,-0.23648298916565708,0.020816567897169437,-0.5074951683034885,investment,bayesian_td4
1,-0.12336495331022818,-0.09028569171219308,-0.15928763552616307,consumption,bayesian_td4
2,-0.1811174283686916,-0.14385913305399953,-0.21797827043503543,consumption,bayesian_td4
3,-0.21124442258574125,-0.16768543868328478,-0.25110446059281183,consumption,bayesian_td4
4,-0.2263712260561544,-0.17826430792354095,-0.27495937348500793,consumption,bayesian_td4
5,-0.23047403158841923,-0.17657690532236936,-0.28954582587770816,consumption,bayesian_td4
6,-0.22913007183254408,-0.16777193731625348,-0.2948525319689773,consumption,bayesian_td4
7,-0.22140832233913027,-0.1551604249827594,-0.2944048949864333,consumption,bayesian_td4
8,-0.20848996456821722,-0.13521338926130644,-0.2885443197449496,consumption,bayesian_td4
9,-0.19439528358762845,-0.11369791241921841,-0.2834357316755347,consumption,bayesian_td4
10,-0.17984901230070516,-0.09375605834317663,-0.27752876832084017,consumption,bayesian_td4
11,-0.16247935434338695,-0.06845769047092057,-0.2682038622693769,consumption,bayesian_td4
12,-0.14671140147487036,-0.043503059282073694,-0.25793202279631144,consumption,bayesian_td4
13,-0.12979822292172138,-0.021183520990255333,-0.24812398161682275,consumption,bayesian_td4
14,-0.11451014249696279,-0.0016086251290145237,-0.23816679684518507,consumption,bayesian_td4
15,-0.10112914706332535,0.016152771736675346,-0.23181912428388673,consumption,bayesian_td4
16,-0.088636878631045593,0.030655089683061396,-0.22591091373151567,consumption,bayesian_td4
17,-0.08121122615306184,0.04514616774411612,-0.22344504136107493,consumption,bayesian_td4
18,-0.07498328144990579,0.054122522832443766,-0.21732593589364999,consumption,bayesian_td4
19,-0.07018232872872326,0.0634645169752198,-0.21482878670340969,consumption,bayesian_td4
20,-0.06632559693018104,0.06901782731289866,-0.21474422175016572,consumption,bayesian_td4
21,-0.06412012283484422,0.07422140645025979,-0.21475378027823316,consumption,bayesian_td4
22,-0.06370535935897978,0.0782687780346435,-0.21465001212611148,consumption,bayesian_td4
23,-0.06650896464084682,0.07915950605790276,-0.21695004588065958,consumption,bayesian_td4
24,-0.0699861722460664,0.08022882534262475,-0.21632950405610782,consumption,bayesian_td4
25,-0.07297870188380623,0.07716060312803626,-0.22157535885465462,consumption,bayesian_td4
26,-0.0753274226464602,0.07512398924698649,-0.22940224811629661,consumption,bayesian_td4
27,-0.08011874812332109,0.07280417653290316,-0.23414654959836026,consumption,bayesian_td4
28,-0.085036703802604,0.0679824683793683,-0.2403793077837207,consumption,bayesian_td4
29,-0.09045681036405889,0.062071361165838626,-0.24543795370332647,consumption,bayesian_td4
30,-0.09407328146055392,0.057758051841634024,-0.2525029846613429,consumption,bayesian_td4
31,-0.09923138688791297,0.05415632236556536,-0.26109850388164746,consumption,bayesian_td4
32,-0.10366216838261066,0.04828204472526138,-0.2663601000118425,consumption,bayesian_td4
33,-0.10934056593779232,0.0404032950378043,-0.2710793514877006,consumption,bayesian_td4
34,-0.1142429190147417,0.03794281593551871,-0.27535167567828495,consumption,bayesian_td4
35,-0.11688458522082854,0.033462973221918484,-0.2801444448655341,consumption,bayesian_td4
36,-0.12302610362984212,0.027655463113169146,-0.28734950264838705,consumption,bayesian_td4
37,-0.12702479995958743,0.023247595068228665,-0.2949171160389294,consumption,bayesian_td4
38,-0.12940027843664997,0.019804821337929584,-0.298378529051665,consumption,bayesian_td4
39,-0.1333925018117317,0.018551807261881794,-0.30169002040626536,consumption,bayesian_td4
40,-0.13743300811379905,0.015339225527298795,-0.3055331698655502,consumption,bayesian_td4
1,-0.40347233606403876,-0.3572948558908991,-0.4480969697626176,hours_worked,bayesian_td4
2,-0.4437798027635983,-0.39833588208208764,-0.4882049265949844,hours_worked,bayesian_td4
3,-0.4559813702748442,-0.40339250709394775,-0.5066247414033669,hours_worked,bayesian_td4
4,-0.44863055243388045,-0.3881821537841025,-0.5074553091373112,hours_worked,bayesian_td4
5,-0.43089507238170877,-0.35928520669117187,-0.49660038335207324,hours_worked,bayesian_td4
6,-0.39783491563364115,-0.3234575886125953,-0.47547873085357417,hours_worked,bayesian_td4
7,-0.35800527284828093,-0.27950616045717974,-0.4453560428422945,hours_worked,bayesian_td4
8,-0.3165922293869218,-0.2297327844952821,-0.4115238280835086,hours_worked,bayesian_td4
9,-0.27225464162563273,-0.18289131022779379,-0.3746278395778064,hours_worked,bayesian_td4
10,-0.22870504044342052,-0.13080129867272963,-0.333565363616662,hours_worked,bayesian_td4
11,-0.18540144296677097,-0.08447943868476031,-0.29455953447124567,hours_worked,bayesian_td4
12,-0.1428160661340322,-0.041397925083067826,-0.25862951664692124,hours_worked,bayesian_td4
13,-0.10424739053997728,-3.132378805677879e-4,-0.22045375315729215,hours_worked,bayesian_td4
14,-0.06858620442447971,0.0365708980596331,-0.18773653697671025,hours_worked,bayesian_td4
15,-0.03704537401608357,0.06689551019827032,-0.16005004148649285,hours_worked,bayesian_td4
16,-0.009178298236107373,0.09580472862235712,-0.13373765291649736,hours_worked,bayesian_td4
17,0.014038328970215622,0.11889778690560149,-0.11098035770363374,hours_worked,bayesian_td4
18,0.03160899015060284,0.13725176302521447,-0.09555530962376925,hours_worked,bayesian_td4
19,0.04364253731613122,0.15190620753745046,-0.08173784659360525,hours_worked,bayesian_td4
20,0.05400292622426757,0.16654798754039957,-0.07034840647051743,hours_worked,bayesian_td4
21,0.059347804035702584,0.17219212408089682,-0.06313859625136298,hours_worked,bayesian_td4
22,0.06285964586377304,0.17926096040737952,-0.05800881601620284,hours_worked,bayesian_td4
23,0.06572084680068216,0.17828873296596917,-0.05795707086416011,hours_worked,bayesian_td4
24,0.06290585067145296,0.17400784166437444,-0.055865349846641064,hours_worked,bayesian_td4
25,0.0614765170339798,0.17068919324476056,-0.056072905843966965,hours_worked,bayesian_td4
26,0.05547619570849622,0.16216915529469436,-0.06097511911061804,hours_worked,bayesian_td4
27,0.0479618496390246,0.15550020208065787,-0.06605740389505359,hours_worked,bayesian_td4
28,0.03888182145759332,0.14777014350568263,-0.07097668788673127,hours_worked,bayesian_td4
29,0.03184286749975637,0.13912722485218565,-0.0794053866046195,hours_worked,bayesian_td4
30,0.022669319568542207,0.12760157247459106,-0.0841705483829691,hours_worked,bayesian_td4
31,0.015936372923431398,0.11841404479470477,-0.08907047126756872,hours_worked,bayesian_td4
32,0.007805743467968563,0.1107343190600355,-0.09636631999456693,hours_worked,bayesian_td4
33,-3.1325276292159783e-4,0.10230593239519355,-0.10226320919354293,hours_worked,bayesian_td4
34,-0.006220630082184381,0.09501596065109197,-0.10665825674173025,hours_worked,bayesian_td4
35,-0.013792130135958893,0.08794917106224925,-0.10991129564797404,hours_worked,bayesian_td4
36,-0.01931421016511503,0.08050784075375296,-0.11728854845090923,hours_worked,bayesian_td4
37,-0.024391951945181387,0.07465337895429551,-0.12413115763963474,hours_worked,bayesian_td4
38,-0.029113516834660746,0.06963231445691784,-0.1314382192252557,hours_worked,bayesian_td4
39,-0.03329754529343747,0.0645732410780392,-0.13580432406812837,hours_worked,bayesian_td4
40,-0.03815921778340332,0.0596906489011441,-0.13951499520116675,hours_worked,bayesian_td4
1,0.25120825003619895,0.266894800007046,0.23515457538725984,unemployment,bayesian_td4
2,0.3273549734320063,0.3456858643245657,0.30967355697041693,unemployment,bayesian_td4
3,0.3513070712407207,0.37328653145800367,0.3294528117326765,unemployment,bayesian_td4
4,0.355936235351313,0.38326004388931495,0.3297017250037833,unemployment,bayesian_td4
5,0.34851146054624527,0.3820287928019347,0.3187010446391151,unemployment,bayesian_td4
6,0.33223855401059976,0.3725844044744136,0.29799769836929657,unemployment,bayesian_td4
7,0.30955139383100183,0.3548566423776902,0.272399600969411,unemployment,bayesian_td4
8,0.28224906055709575,0.3305084188523941,0.24243523366782174,unemployment,bayesian_td4
9,0.2526908163563828,0.3041062601644791,0.2101955265364737,unemployment,bayesian_td4
10,0.22212151708410724,0.27569154823549896,0.17614586689063647,unemployment,bayesian_td4
11,0.19005248640861483,0.24383501915046993,0.14170551450384983,unemployment,bayesian_td4
12,0.1573117586338023,0.21380240097880213,0.10896480643742137,unemployment,bayesian_td4
13,0.12658997512779568,0.18554806416993547,0.07747836550280474,unemployment,bayesian_td4
14,0.09817759621755237,0.15956056321191767,0.049229460356854035,unemployment,bayesian_td4
15,0.07181792849392452,0.13483505343998264,0.02354222993421083,unemployment,bayesian_td4
16,0.050227546529804344,0.11082002609202193,-0.0018829723151501231,unemployment,bayesian_td4
17,0.03057325377759635,0.09112656581320537,-0.0218212560781958,unemployment,bayesian_td4
18,0.013797524789227657,0.07388481366663725,-0.03967935076621649,unemployment,bayesian_td4
19,-4.8044984020559144e-4,0.059242373170457795,-0.05512100056237808,unemployment,bayesian_td4
20,-0.011302569158803864,0.04603417707434127,-0.06572384398575243,unemployment,bayesian_td4
21,-0.02116856352282405,0.03446594773197629,-0.0758439602544114,unemployment,bayesian_td4
22,-0.02815491732347658,0.026400794002844053,-0.0805973878620193,unemployment,bayesian_td4
23,-0.03310794094015619,0.018899283388401435,-0.08627230341993124,unemployment,bayesian_td4
24,-0.03648172786987096,0.01328757773300152,-0.08581720334747787,unemployment,bayesian_td4
25,-0.03897096855383798,0.00985862795078448,-0.0862473748455615,unemployment,bayesian_td4
26,-0.03894488117008406,0.007479897635008078,-0.08656046189020239,unemployment,bayesian_td4
27,-0.03849318823507934,0.0054513583645160275,-0.08368050773725631,unemployment,bayesian_td4
28,-0.036193203330807805,0.004512546899206209,-0.08158214394199671,unemployment,bayesian_td4
29,-0.03365529148194102,0.005343762121617517,-0.0786786252363628,unemployment,bayesian_td4
30,-0.03119656170763218,0.004928064510210397,-0.07562219670308151,unemployment,bayesian_td4
31,-0.027788904729544938,0.007120537088136166,-0.07118131806972196,unemployment,bayesian_td4
32,-0.02465222791266179,0.008837326446253615,-0.06679713294387211,unemployment,bayesian_td4
33,-0.023240826911580262,0.010675305222814756,-0.0626825282710959,unemployment,bayesian_td4
34,-0.01932182087676207,0.012506051628483146,-0.05842967089534404,unemployment,bayesian_td4
35,-0.01691820843340658,0.01490669993731852,-0.05425527308050542,unemployment,bayesian_td4
36,-0.014426079060556641,0.01696559900189282,-0.05171125378550793,unemployment,bayesian_td4
37,-0.01298413395803105,0.018831092745752554,-0.047898549837201806,unemployment,bayesian_td4
38,-0.010958876497616343,0.020859381107701185,-0.0446716130878107,unemployment,bayesian_td4
39,-0.00973742469297995,0.02136204641976987,-0.04292653058453939,unemployment,bayesian_td4
40,-0.008861332898077435,0.02171935984835234,-0.04155075863909886,unemployment,bayesian_td4
1,0.34734144385961063,0.4183813082858752,0.28032030210798115,labor_share,bayesian_td4
2,0.19797092740344277,0.2552886881723749,0.14323177485370872,labor_share,bayesian_td4
3,0.10417727122447568,0.15664601812488668,0.05176667427223759,labor_share,bayesian_td4
4,0.020210716545245137,0.07224106864421101,-0.033475857742842084,labor_share,bayesian_td4
5,-0.047033275168548376,0.0025866636825718718,-0.1012486041307529,labor_share,bayesian_td4
6,-0.10073253769176951,-0.051439572104358455,-0.1534624929286338,labor_share,bayesian_td4
7,-0.14159333526607265,-0.09257344822950438,-0.19488028648731862,labor_share,bayesian_td4
8,-0.17037058527708915,-0.1190898819857324,-0.2234683109474148,labor_share,bayesian_td4
9,-0.18995896550836744,-0.1361879353828254,-0.243713387845386,labor_share,bayesian_td4
10,-0.19944187015587744,-0.1462900774649517,-0.25392325128600546,labor_share,bayesian_td4
11,-0.20221908846764297,-0.14534150807920537,-0.2568811216308917,labor_share,bayesian_td4
12,-0.19911366325819546,-0.14108539603360462,-0.2602577466347182,labor_share,bayesian_td4
13,-0.19091055791438988,-0.13190820229489078,-0.25194098753230093,labor_share,bayesian_td4
14,-0.17823249574779218,-0.11945389895962771,-0.24018164451380214,labor_share,bayesian_td4
15,-0.16338715454951724,-0.10494617668370097,-0.22546016436355584,labor_share,bayesian_td4
16,-0.14814654571986846,-0.0861899735604431,-0.21120587837569474,labor_share,bayesian_td4
17,-0.12966094880563267,-0.06802480909698061,-0.19448600557737936,labor_share,bayesian_td4
18,-0.11162604513359255,-0.04962103772855593,-0.1756932836665285,labor_share,bayesian_td4
19,-0.09330742153139604,-0.032675195248017166,-0.15853008712523237,labor_share,bayesian_td4
20,-0.07492207172557305,-0.015099060966206104,-0.1419031281970497,labor_share,bayesian_td4
21,-0.05926958945943139,3.710441994911338e-4,-0.1247318662005047,labor_share,bayesian_td4
22,-0.04423756165923931,0.015463260648890214,-0.11007127128205844,labor_share,bayesian_td4
23,-0.029978771693122148,0.028375994424810782,-0.09679280756469551,labor_share,bayesian_td4
24,-0.019006834702978828,0.03780108391033473,-0.08507002207347153,labor_share,bayesian_td4
25,-0.010187094957821767,0.04666298812847831,-0.0747991223813463,labor_share,bayesian_td4
26,-0.002960496235753397,0.055795355493319466,-0.06516398638589417,labor_share,bayesian_td4
27,0.003951952052253266,0.06190451324044602,-0.05791074321585799,labor_share,bayesian_td4
28,0.008527061725041987,0.06677730901629662,-0.050651904741452244,labor_share,bayesian_td4
29,0.013566568877509028,0.0692658432335613,-0.04473656953276792,labor_share,bayesian_td4
30,0.01565823549768803,0.0708083945413647,-0.03960717856982348,labor_share,bayesian_td4
31,0.018480838184228812,0.07111664360949639,-0.037146808766529246,labor_share,bayesian_td4
32,0.019400998755664804,0.07202082906171181,-0.03570465539352415,labor_share,bayesian_td4
33,0.01747845359902101,0.06914786280381534,-0.034644487617414683,labor_share,bayesian_td4
34,0.015598439678955104,0.06754703646008191,-0.03364619835931412,labor_share,bayesian_td4
35,0.014627453560008226,0.06650629581682231,-0.03394195831469096,labor_share,bayesian_td4
36,0.01301094647160241,0.06352462378083616,-0.03555021725936712,labor_share,bayesian_td4
37,0.011233937775192009,0.0611890947932653,-0.03654996742047886,labor_share,bayesian_td4
38,0.009181903826810058,0.05788233581829172,-0.03890194987327499,labor_share,bayesian_td4
39,0.00717758013868776,0.05408266993347541,-0.040915059379263305,labor_share,bayesian_td4
40,0.005445876371942342,0.05152403164455848,-0.04185129441759698,labor_share,bayesian_td4
1,-0.03892773240449393,-0.021712165975345584,-0.0569032670657987,interest,bayesian_td4
2,-0.05762741809509944,-0.039133122269041955,-0.07560143589796577,interest,bayesian_td4
3,-0.06776148080372646,-0.049605832268300246,-0.08590362064677827,interest,bayesian_td4
4,-0.07444952840827976,-0.05534983350485118,-0.09360324676361213,interest,bayesian_td4
5,-0.07757772516368239,-0.05728775965637557,-0.09942821393970487,interest,bayesian_td4
